no;phpws;mhdi;incpc;region;pop
2723;0.9949;0.8;1211.79;0;414586
2724;0.9992;0.845;1866.58;0;327801
2725;0.9249;0.724;798.68;0;169511
2726;0.9684;0.692;516.14;0;10213
2727;0.9608;0.718;680.88;0;112008
2728;0.8566;0.684;571.74;0;11423
2729;0.8353;0.728;851.39;0;27560
2730;0.9391;0.733;714.47;0;27715
2731;0.9455;0.733;719.16;0;94778
2732;0.9683;0.729;705.1;0;177813
2733;0.9435;0.684;491.51;0;469332
2734;0.8401;0.66;649.62;0;25333
2735;0.963;0.732;717.69;0;35411
2736;0.9022;0.735;815.75;0;186227
2737;0.8876;0.7;604.45;0;54273
2738;0.8949;0.691;524.88;0;14827
2739;0.947;0.713;620.35;0;13359
2740;0.9767;0.685;537.66;0;8180
2741;0.9744;0.716;682.59;0;463731
2742;0.9385;0.709;641.61;0;19830
2743;0.914;0.648;465.04;0;12600
2744;0.9641;0.696;559.66;0;17434
2745;0.9807;0.726;768.45;0;35347
2746;0.9569;0.712;614.57;0;21211
2747;0.9661;0.729;724.29;0;20430
2748;0.811;0.659;540.35;0;10930
2749;0.9478;0.711;592.81;0;855048
2750;0.8892;0.722;529.05;0;13237
2751;0.8968;0.698;594.06;0;51483
2752;0.8397;0.761;818.01;0;22851
2753;0.8873;0.693;584.35;0;218008
2754;0.9554;0.715;635.5;0;109091
2755;0.9526;0.688;593.88;0;14063
2756;0.9628;0.713;607.18;0;22899
2757;0.9662;0.73;688.83;0;95841
2758;0.9342;0.737;773.48;0;28783
2759;0.957;0.659;420.15;0;95492
2760;0.9461;0.668;453.97;0;7487
2761;0.9388;0.764;1103.42;0;206728
2762;0.9939;0.703;574.96;0;5269
2763;0.8589;0.709;567.59;0;227322
2764;0.639;0.753;832.15;0;36456
2765;0.9307;0.765;910.41;0;127461
2766;0.934;0.736;649.4;0;17935
2767;0.9645;0.737;640.37;0;168376
2768;0.9041;0.745;801.63;0;24642
2769;0.9775;0.713;608.62;0;26843
2770;0.9752;0.73;653.23;0;15082
2771;0.9861;0.753;755.26;0;157425
2772;0.9888;0.837;2000.29;0;487562
2773;0.8924;0.745;894.75;0;182082
2774;0.9648;0.713;591;0;796257
2775;0.8926;0.72;580.49;0;47124
2776;0.9722;0.702;613.56;0;41084
2777;0.8138;0.693;734.36;0;37533
2778;0.8955;0.671;562.52;0;26359
2779;0.7738;0.745;922.49;0;295917
2780;0.9747;0.715;657.99;0;22719
2781;0.9615;0.708;678.3;0;26314
2782;0.9313;0.697;615.63;0;17760
2783;0.9911;0.713;577.07;0;16592
2784;0.9746;0.69;535.96;0;12793
2785;0.9797;0.68;484.4;0;137962
2786;0.9554;0.704;616.31;0;20242
2787;0.9828;0.768;915.21;0;119769
2788;0.9256;0.71;643.54;0;55551
2789;0.8214;0.683;623.62;0;17425
2790;0.919;0.68;499.13;0;8561
2791;0.9061;0.773;1051.19;0;105676
2792;0.9902;0.799;1492.63;0;6320446
2793;0.6906;0.668;522.66;0;10321
2794;0.9503;0.718;657.53;0;40589
2795;0.9584;0.639;375.49;0;41354
2796;0.9233;0.691;567.23;0;37543
2797;0.9275;0.739;669.3;0;999728
2798;0.9781;0.671;570.38;0;32747
2799;0.9773;0.719;597.57;0;458673
2800;0.8801;0.652;410.44;0;7003
2801;0.9017;0.66;517.99;0;20251
2802;0.8841;0.712;710.04;0;87875
2803;0.9304;0.646;423.88;0;8895
2804;0.9194;0.675;558.94;0;17525
2805;0.9343;0.709;681.62;0;74234
2806;0.9872;0.713;604.82;0;78186
2807;0.9617;0.654;476.99;0;21349
2808;0.6994;0.611;479.46;0;14900
2809;0.9303;0.654;440.84;0;30732
2810;0.8386;0.73;859.79;0;163746
2811;0.6579;0.667;510.96;0;10289
2812;0.9842;0.725;726.83;0;77432
2813;0.9492;0.738;675.62;0;71843
2814;0.9137;0.659;418.62;0;9475
2815;0.9455;0.714;701.06;0;34410
2816;0.9947;0.771;920.51;0;257803
2817;0.9954;0.79;975.43;0;33797
2818;0.9775;0.73;661.65;0;3557
2819;0.989;0.715;636.07;0;32148
2820;0.9713;0.781;853.39;0;7584
2821;0.9811;0.745;730.13;0;17266
2822;0.9134;0.757;818.15;0;5601
2823;0.9881;0.745;642.59;0;34524
2824;0.9777;0.712;556.36;0;4884
2825;0.9904;0.741;558.38;0;3891
2826;0.9949;0.687;616.38;0;3815
2827;0.9754;0.73;731.49;0;15607
2828;0.9615;0.7;560.3;0;4102
2829;0.9494;0.766;747.27;0;16839
2830;0.8775;0.728;627.14;0;3897
2831;0.9934;0.758;672.03;0;23513
2832;0.996;0.688;512.99;0;4650
2833;0.9901;0.722;710.49;0;3000
2834;0.9964;0.811;1161.68;0;210638
2835;0.9988;0.751;659.67;0;34478
2836;0.9524;0.745;686.56;0;5706
2837;0.9639;0.785;1027.6;0;65829
2838;0.9774;0.754;823.33;0;4293
2839;0.9886;0.779;919.36;0;55334
2840;0.9482;0.719;597.99;0;22210
2841;0.7844;0.721;554.16;0;5653
2842;0.9723;0.741;561.82;0;3738
2843;0.9953;0.755;775.17;0;35007
2844;0.9948;0.721;611.22;0;4450
2845;0.905;0.71;492.43;0;25191
2846;0.8994;0.704;691.69;0;17080
2847;0.9959;0.788;1036.09;0;181579
2848;0.9582;0.776;853.87;0;27299
2849;0.9794;0.74;721.56;0;5152
2850;0.9621;0.685;535.27;0;6123
2851;0.9485;0.68;414.19;0;2493
2852;0.9949;0.815;1080.66;0;208662
2853;0.9945;0.781;921.76;0;118843
2854;0.9502;0.722;520.01;0;1925
2855;0.985;0.744;697.3;0;7841
2856;0.9667;0.697;396.78;0;3696
2857;0.9911;0.695;570.09;0;10579
2858;0.9576;0.733;751.35;0;8547
2859;0.9664;0.749;823.24;0;44177
2860;0.9876;0.784;910.67;0;74905
2861;0.8496;0.735;619.43;0;1809
2862;0.9976;0.805;967.39;0;95144
2863;0.9766;0.765;1063.52;0;126603
2864;0.9867;0.773;829.68;0;14202
2865;0.8912;0.714;531.2;0;4959
2866;0.9958;0.705;579.71;0;11310
2867;0.988;0.767;854.42;0;82934
2868;0.9907;0.746;783.57;0;14603
2869;0.9193;0.669;586.02;0;3702
2870;0.9884;0.756;832.51;0;8160
2871;0.9168;0.733;595.74;0;10223
2872;0.799;0.711;536.63;0;3116
2873;0.9854;0.699;536.37;0;6593
2874;0.9952;0.75;781.34;0;31593
2875;0.9961;0.788;915.28;0;35246
2876;0.802;0.66;370.97;0;5244
2877;0.5986;0.641;390.88;0;7729
2878;0.9961;0.789;917;0;112101
2879;0.9945;0.725;668.32;0;28496
2880;0.9945;0.786;1095.84;0;240749
2881;0.9942;0.751;609.76;0;20445
2882;0.9974;0.761;941.79;0;56476
2883;0.9958;0.801;1163.86;0;343937
2884;0.983;0.78;881.64;0;75035
2885;0.9988;0.744;647.1;0;2674
2886;0.9931;0.734;676.6;0;10775
2887;0.9088;0.73;736.03;0;47645
2888;0.9971;0.768;816.06;0;7048
2889;0.9946;0.78;812.51;0;108728
2890;0.979;0.712;662.23;0;28575
2891;0.9901;0.681;593.36;0;13645
2892;0.9931;0.742;805.99;0;10859
2893;0.9539;0.705;622.11;0;9618
2894;0.9838;0.78;889.51;0;48314
2895;0.9791;0.713;688.02;0;19708
2896;0.7619;0.66;344.32;0;3571
2897;0.9874;0.746;670.27;0;805
2898;0.9912;0.754;719.42;0;4268
2899;0.9887;0.73;664.64;0;14529
2900;0.9429;0.705;529.08;0;2293
2901;0.9885;0.8;1089.1;0;127328
2902;0.9792;0.776;974.08;0;146744
2903;0.9691;0.737;726.71;0;5021
2904;0.8816;0.71;631.02;0;2573
2905;0.9961;0.755;787.91;0;21107
2906;0.9823;0.74;722.76;0;21580
2907;0.9624;0.667;435.15;0;18563
2908;0.9848;0.763;779.78;0;15418
2909;0.9818;0.735;817.16;0;4053
2910;0.9717;0.694;507.41;0;4365
2911;0.9856;0.738;694.03;0;41604
2912;0.9945;0.788;871.87;0;84752
2913;0.9818;0.764;764.6;0;30091
2914;0.9222;0.72;627;0;18538
2915;0.955;0.742;680.71;0;16607
2916;0.9878;0.729;559.13;0;4072
2917;0.9743;0.781;800.15;0;86529
2918;0.7238;0.697;500.47;0;5039
2919;0.9675;0.728;676.5;0;64114
2920;0.9063;0.694;481.48;0;28372
2921;0.9942;0.734;679.75;0;9768
2922;0.9817;0.713;597.11;0;23371
2923;0.9757;0.717;575.66;0;5567
2924;0.9942;0.805;1390.83;0;1080113
2925;0.9949;0.769;767.85;0;74074
2926;0.9206;0.749;911.4;0;47789
2927;0.9758;0.706;516.26;0;4539
2928;0.9061;0.72;540.54;0;12226
2929;0.9909;0.704;444.72;0;4385
2930;0.9968;0.747;627.55;0;29884
2931;0.9965;0.789;837.17;0;2668
2932;0.991;0.68;480.52;0;4369
2933;0.9703;0.721;534.75;0;46178
2934;0.9878;0.699;526.28;0;17532
2935;0.9585;0.75;820.46;0;48576
2936;0.978;0.759;773.99;0;100840
2937;0.9835;0.749;712.78;0;369584
2938;0.9964;0.722;605.99;0;11805
2939;0.9959;0.73;737.96;0;28307
2940;0.9677;0.734;551.4;0;2634
2941;0.9119;0.731;579.36;0;18003
2942;0.9888;0.785;945.05;0;112820
2943;0.9969;0.751;771.78;0;7127
2944;0.9468;0.766;845.41;0;7972
2945;0.9884;0.729;665.36;0;17532
2946;0.9851;0.782;894.52;0;39617
2947;0.9825;0.706;684.95;0;15540
2948;0.9975;0.736;705.01;0;15085
2949;0.9981;0.725;640.87;0;7065
2950;0.994;0.757;706.69;0;17371
2951;0.9895;0.71;582.53;0;5994
2952;0.9955;0.708;617.76;0;25229
2953;0.9491;0.736;730.42;0;16288
2954;0.9783;0.758;873.87;0;21080
2955;0.9806;0.719;638.21;0;5238
2956;0.9902;0.69;465.29;0;5001
2957;0.9547;0.754;741.32;0;3874
2958;0.9899;0.769;829.25;0;58827
2959;0.9813;0.722;643.1;0;7214
2960;0.9903;0.78;1085.66;0;201150
2961;0.9958;0.756;784.4;0;31691
2962;0.971;0.734;721.31;0;7588
2963;0.9936;0.774;614.17;0;2274
2964;0.9856;0.788;809.24;0;77039
2965;0.8794;0.737;689.21;0;118720
2966;0.8551;0.684;525.19;0;21866
2967;0.9814;0.76;798.74;0;31056
2968;0.9952;0.757;694.55;0;386089
2969;0.9447;0.734;707.97;0;11208
2970;0.9992;0.718;589.47;0;7939
2971;0.9837;0.725;727.28;0;24761
2972;0.9835;0.742;620.98;0;2096
2973;0.9958;0.738;697.37;0;8609
2974;0.9897;0.776;862.86;0;43258
2975;0.9918;0.748;688.4;0;12251
2976;0.9622;0.744;705.3;0;8143
2977;0.9727;0.745;703.55;0;6318
2978;0.8443;0.691;411;0;14641
2979;0.9365;0.695;625.66;0;15775
2980;0.9963;0.73;717.97;0;2423
2981;0.9854;0.735;622.77;0;240230
2982;0.972;0.749;676.52;0;62769
2983;0.9606;0.727;584.76;0;3020
2984;0.9187;0.732;707.37;0;15721
2985;0.9892;0.787;1048.6;0;41907
2986;0.955;0.696;533.76;0;4244
2987;0.9952;0.76;670.65;0;8208
2988;0.985;0.74;597.74;0;2658
2989;0.8873;0.704;493.91;0;9585
2990;0.9631;0.732;618.77;0;15320
2991;0.9968;0.797;944;0;64696
2992;0.9935;0.758;832.72;0;5534
2993;0.9416;0.703;510.09;0;1563
2994;0.9918;0.738;587.83;0;168306
2995;0.9695;0.727;511.8;0;1752
2996;0.9935;0.747;663.83;0;3003
2997;0.9904;0.715;632.97;0;12848
2998;0.9682;0.713;544.03;0;2829
2999;0.9979;0.78;846.57;0;318640
3000;0.9881;0.703;483.98;0;154472
3001;0.9781;0.731;632.42;0;131604
3002;0.9417;0.763;712.72;0;2708
3003;0.9721;0.709;565.41;0;7011
3004;0.9919;0.769;786.83;0;43115
3005;0.9577;0.723;736.47;0;4193
3006;0.9947;0.719;575.08;0;4419
3007;0.9967;0.747;771.92;0;10669
3008;0.9783;0.717;608.58;0;10765
3009;0.9944;0.735;777.37;0;4565
3010;0.9895;0.739;610.2;0;10670
3011;0.9888;0.728;532.14;0;5425
3012;0.9972;0.753;901.23;0;37404
3013;0.9349;0.725;741.42;0;17869
3014;0.8207;0.675;412.51;0;17998
3015;0.9889;0.718;664.56;0;19858
3016;0.9434;0.719;619.41;0;8435
3017;0.9848;0.737;615.78;0;9976
3018;0.9901;0.732;557.58;0;1970
3019;0.9753;0.713;615.97;0;6404
3020;0.9952;0.763;739.89;0;30597
3021;0.9862;0.731;748.79;0;25844
3022;0.9909;0.798;926.78;0;112072
3023;0.958;0.687;594.42;0;14565
3024;0.998;0.719;671.34;0;35486
3025;0.936;0.751;745;0;290752
3026;0.9905;0.763;829.91;0;1221979
3027;0.9437;0.743;723.83;0;6966
3028;0.9967;0.697;537.05;0;4754
3029;0.9928;0.727;549.27;0;8696
3030;0.9724;0.793;1274.53;0;11299
3031;0.988;0.756;686.96;0;192692
3032;0.9871;0.745;712.15;0;10013
3033;0.9625;0.733;628.14;0;6419
3034;0.7489;0.674;497.81;0;6376
3035;0.9974;0.703;552.79;0;30734
3036;0.992;0.74;803.36;0;10896
3037;0.9977;0.708;593.7;0;6725
3038;0.9966;0.747;791.99;0;53158
3039;0.9536;0.71;624.55;0;71217
3040;0.9371;0.72;690.78;0;7462
3041;0.9825;0.736;623.96;0;7628
3042;0.9994;0.727;590.77;0;23362
3043;0.9654;0.768;1228.09;0;27952
3044;0.8526;0.711;561.31;0;8831
3045;0.9058;0.726;588.36;0;28841
3046;0.8189;0.756;794.57;0;28196
3047;0.9772;0.725;608.83;0;9025
3048;0.9871;0.812;1063.04;0;25064
3049;0.9932;0.788;1098.31;0;201619
3050;0.9963;0.761;681.29;0;4825
3051;0.9937;0.751;680.85;0;3903
3052;0.9227;0.759;576.91;0;3630
3053;0.9939;0.727;677.42;0;13663
3054;0.9655;0.719;551.75;0;28300
3055;0.991;0.753;785.15;0;6016
3056;0.9085;0.73;608.53;0;4463
3057;0.8402;0.703;421.14;0;4299
3058;0.9918;0.749;900.48;0;14148
3059;0.9966;0.776;808.74;0;20029
3060;0.9924;0.713;579.58;0;7275
3061;0.9734;0.712;589.82;0;7789
3062;0.918;0.693;462.03;0;17858
3063;0.9662;0.713;594.77;0;24008
3064;0.9858;0.73;739.45;0;14556
3065;0.9887;0.705;609.08;0;3246
3066;0.972;0.745;690.67;0;87057
3067;0.8254;0.68;395.32;0;3228
3068;0.9824;0.742;619.82;0;152614
3069;0.989;0.763;741.64;0;144377
3070;0.9676;0.732;630.48;0;87753
3071;0.9866;0.735;575.72;0;200769
3072;0.9729;0.762;849.81;0;68537
3073;0.7791;0.661;323.42;0;3880
3074;0.9944;0.744;787.75;0;40051
3075;0.9568;0.719;552.76;0;14549
3076;0.9345;0.725;687.46;0;12173
3077;0.9326;0.72;556.29;0;4357
3078;0.9857;0.714;502.85;0;321770
3079;0.9845;0.703;510.2;0;47934
3080;0.9164;0.677;434.58;0;15471
3081;0.974;0.778;1080.74;0;101471
3082;0.9814;0.706;568.58;0;18052
3083;0.9536;0.724;772.14;0;15524
3084;0.9638;0.707;526.62;0;5914
3085;0.9869;0.717;611.41;0;7546
3086;0.9825;0.773;1038.14;0;154147
3087;0.9733;0.762;848.65;0;44859
3088;0.9983;0.765;950.39;0;38695
3089;0.9867;0.711;548.22;0;6592
3090;0.9962;0.778;1015.51;0;71662
3091;0.9877;0.777;846.53;0;211214
3092;0.9949;0.723;624.57;0;5657
3093;0.8824;0.717;574.52;0;17208
3094;0.9951;0.784;1038.61;0;44311
3095;0.9977;0.776;850.11;0;47012
3096;0.9569;0.756;738.52;0;5349
3097;0.9979;0.76;792.33;0;108344
3098;0.9818;0.735;742.74;0;37661
3099;0.97;0.733;718.61;0;23847
3100;0.9972;0.778;951.17;0;131040
3101;0.9763;0.703;549.1;0;3160
3102;0.9663;0.699;650.99;0;11768
3103;0.9549;0.741;627.59;0;4150
3104;0.9974;0.777;863.34;0;32763
3105;0.9949;0.716;482.86;0;4430
3106;0.9309;0.741;710.27;0;2798
3107;0.9903;0.822;1431.55;0;370126
3108;0.9727;0.745;737.14;0;18726
3109;0.8522;0.7;467.35;0;19246
3110;0.9618;0.709;550.32;0;28737
3111;0.8944;0.693;573.28;0;4841
3112;0.9905;0.729;760.58;0;25251
3113;0.9904;0.721;614.14;0;8779
3114;0.9521;0.729;500.59;0;6590
3115;0.9964;0.744;746.15;0;91756
3116;0.9966;0.764;816.48;0;61428
3117;0.9912;0.775;910.85;0;276022
3118;0.9648;0.742;714.18;0;6712
3119;0.9976;0.786;919.53;0;71432
3120;0.9888;0.766;781.28;0;82537
3121;0.892;0.742;612;0;2128
3122;0.9816;0.777;1047.17;0;37125
3123;0.9928;0.752;743.2;0;19882
3124;0.9493;0.733;779.84;0;2249
3125;0.9832;0.731;661.22;0;11286
3126;0.9731;0.702;557.06;0;5030
3127;0.9947;0.724;547.3;0;4353
3128;0.9783;0.72;516.35;0;2714
3129;0.9923;0.77;920.95;0;16259
3130;0.9963;0.743;704.61;0;7663
3131;0.9936;0.74;644.23;0;3664
3132;0.9991;0.753;725.51;0;3200
3133;0.9745;0.743;710.18;0;43223
3134;0.8814;0.788;944.03;0;80956
3135;0.9907;0.739;750.34;0;8992
3136;0.8871;0.677;457.56;0;4812
3137;0.9489;0.771;666.65;0;13332
3138;0.9933;0.752;781.03;0;2633
3139;0.9684;0.718;565.58;0;3916
3140;0.9938;0.798;953.2;0;216745
3141;0.9797;0.731;553.24;0;2113
3142;0.9704;0.721;636;0;24219
3143;0.9986;0.773;940.44;0;76786
3144;0.9962;0.766;709.25;0;417064
3145;0.9955;0.744;707.36;0;4640
3146;0.9786;0.731;694.38;0;3855
3147;0.9769;0.724;530.46;0;1886
3148;0.9709;0.741;670.82;0;20451
3149;0.9951;0.73;700.24;0;12038
3150;0.8046;0.697;442.77;0;20592
3151;0.9855;0.743;613.14;0;2820
3152;0.9722;0.751;758.64;0;27483
3153;0.9211;0.724;516.3;0;17059
3154;0.9877;0.762;841.27;0;53792
3155;0.9703;0.738;639.58;0;4295
3156;0.9709;0.762;881.99;0;66290
3157;0.9744;0.783;916.81;0;387779
3158;0.9969;0.774;802.19;0;137245
3159;0.9891;0.784;945.62;0;86505
3160;0.9926;0.719;832.07;0;3266
3161;0.9158;0.772;755.2;0;2132
3162;0.9831;0.754;699.73;0;46293
3163;0.9591;0.759;861.61;0;7152
3164;0.996;0.768;832.6;0;46642
3165;0.9972;0.785;1032.05;0;21746
3166;0.9965;0.753;765.11;0;18931
3167;0.9389;0.741;646.15;0;4063
3168;0.8742;0.71;593.95;0;4120
3169;0.9916;0.733;674.23;0;48949
3170;0.9918;0.712;687.37;0;29116
3171;0.9886;0.715;733.72;0;11769
3172;0.9786;0.741;567.17;0;4290
3173;0.9583;0.726;636.47;0;4186
3174;0.9964;0.714;472.28;0;2707
3175;0.8982;0.718;482.74;0;4288
3176;0.7696;0.655;496.93;0;6678
3177;0.8012;0.678;554.18;0;16414
3178;0.9966;0.754;784.55;0;8772
3179;0.9829;0.751;878.42;0;10725
3180;0.9416;0.713;628.33;0;4274
3181;0.9934;0.738;662.48;0;5891
3182;0.6194;0.651;330.03;0;8515
3183;0.9812;0.715;526.58;0;2114
3184;0.9921;0.756;600.13;0;1125
3185;0.9927;0.765;697.32;0;9300
3186;0.9929;0.739;737.29;0;19180
3187;0.9513;0.726;652.36;0;2177
3188;0.9238;0.735;533.68;0;3068
3189;0.9956;0.719;671.15;0;4592
3190;0.9758;0.743;643.07;0;3441
3191;0.9817;0.791;878.14;0;51242
3192;0.994;0.753;806.75;0;36593
3193;0.9779;0.746;751.92;0;6817
3194;0.9634;0.717;547.66;0;4163
3195;0.9824;0.73;676.94;0;2673
3196;0.9677;0.773;783.14;0;50024
3197;0.9632;0.738;597.67;0;3884
3198;0.9907;0.77;694.16;0;6097
3199;0.9994;0.767;699.63;0;5675
3200;0.9881;0.78;934.54;0;39781
3201;0.9897;0.776;1003.4;0;666740
3202;0.9817;0.749;675.35;0;2537
3203;0.9924;0.762;797.55;0;30917
3204;0.9874;0.778;868.91;0;103035
3205;0.9899;0.77;694.33;0;8405
3206;0.9837;0.692;504.63;0;7800
3207;0.9794;0.725;694.16;0;13226
3208;0.9926;0.732;692.43;0;11051
3209;0.9953;0.722;615.01;0;10934
3210;0.9918;0.753;707.38;0;9584
3211;0.9909;0.746;739.37;0;21186
3212;0.9898;0.722;722.51;0;14583
3213;0.9886;0.762;694.42;0;42278
3214;0.8557;0.719;657.59;0;17388
3215;0.9932;0.749;855.28;0;5898
3216;0.9679;0.717;613.31;0;17808
3217;0.9992;0.732;670.18;0;3815
3218;0.9899;0.737;597.44;0;10844
3219;0.9102;0.727;696.71;0;5582
3220;0.9682;0.736;557.69;0;18446
3221;0.8242;0.721;705.62;0;2032
3222;0.9693;0.73;607.51;0;13000
3223;0.9948;0.711;592.42;0;6339
3224;0.9909;0.795;1160.79;0;82146
3225;0.8835;0.718;560.94;0;1779
3226;0.9875;0.725;708.63;0;8589
3227;0.9732;0.739;788.42;0;41497
3228;0.7979;0.677;521.38;0;5780
3229;0.9762;0.742;615.77;0;2558
3230;0.9373;0.715;690.08;0;15700
3231;0.9904;0.769;853.76;0;41558
3232;0.9933;0.774;847.63;0;2940
3233;0.8858;0.696;467.93;0;10204
3234;0.9969;0.759;840.16;0;58510
3235;0.9924;0.766;743.94;0;24962
3236;0.9903;0.736;692.35;0;7454
3237;0.9638;0.749;753.85;0;59773
3238;0.9883;0.732;553.99;0;5287
3239;0.9227;0.716;601.32;0;52143
3240;0.9833;0.69;531.06;0;26406
3241;0.9901;0.773;826.02;0;146995
3242;0.9948;0.737;732.68;0;15039
3243;0.9257;0.725;652.43;0;13105
3244;0.9343;0.711;514.47;0;3537
3245;0.9574;0.757;665.74;0;14107
3246;0.9609;0.739;893.05;0;25116
3247;0.9871;0.785;1143.2;0;364571
3248;0.9862;0.758;801.23;0;28475
3249;0.9856;0.749;770.38;0;22704
3250;0.9944;0.756;774.99;0;10623
3251;0.9715;0.727;546.69;0;15733
3252;0.9974;0.776;798;0;24694
3253;0.9941;0.801;1086.22;0;70081
3254;0.9415;0.779;917.62;0;12072
3255;0.9944;0.723;620.66;0;35307
3256;0.9774;0.719;560.64;0;4463
3257;0.931;0.719;591.1;0;3192
3258;0.9929;0.771;664.31;0;106013
3259;0.9868;0.766;778.41;0;5395
3260;0.9962;0.786;850.38;0;19964
3261;0.9554;0.755;736.33;0;3481
3262;0.9947;0.725;699.28;0;40244
3263;0.9855;0.702;541.56;0;4074
3264;0.9941;0.732;642.68;0;2518
3265;0.9927;0.714;621.48;0;4223
3266;0.9281;0.703;606.65;0;8326
3267;0.9808;0.758;785.76;0;48893
3268;0.9919;0.751;779;0;51400
3269;0.9942;0.697;460.22;0;19397
3270;0.9934;0.747;785.96;0;15449
3271;0.9843;0.696;480.62;0;2858
3272;0.9673;0.733;788.76;0;17377
3273;0.9859;0.754;820.97;0;262051
3274;0.9891;0.701;553.4;0;4599
3275;0.9659;0.735;665.72;0;4123
3276;0.9786;0.757;695.29;0;13570
3277;0.9474;0.75;680.56;0;41318
3278;0.9973;0.806;1080.22;0;207610
3279;0.9865;0.763;846.18;0;37910
3280;0.9954;0.743;726;0;35674
3281;0.9903;0.678;625.35;0;3236
3282;0.9918;0.738;648.64;0;12799
3283;0.9989;0.715;491.84;0;2808
3284;0.8452;0.722;500.25;0;11309
3285;0.9897;0.732;581.09;0;6004
3286;0.9845;0.745;717.07;0;8612
3287;0.9819;0.751;707.37;0;28804
3288;0.8405;0.657;411.77;0;3873
3289;0.9965;0.768;774.14;0;18494
3290;0.9829;0.728;685.32;0;7323
3291;0.9839;0.754;699.41;0;54261
3292;0.9819;0.705;499.24;0;6587
3293;0.6287;0.698;416.85;0;3358
3294;0.9912;0.712;673.96;0;12135
3295;0.8931;0.639;318.44;0;18269
3296;0.98;0.711;579.04;0;4273
3297;0.8822;0.747;866.43;0;4446
3298;0.9651;0.721;489.94;0;2187
3299;0.8896;0.705;436.21;0;7422
3300;0.99;0.784;847.11;0;113068
3301;0.9939;0.8;1314.04;0;604682
3302;0.9447;0.664;412.42;0;6163
3303;0.9696;0.74;677.62;0;3436
3304;0.9968;0.734;626.27;0;10414
3305;0.9902;0.723;606.9;0;9935
3306;0.9953;0.803;1049.16;0;186253
3307;0.9925;0.759;804;0;29501
3308;0.9958;0.749;563.57;0;43974
3309;0.984;0.703;539.22;0;10575
3310;0.9467;0.764;843.59;0;19691
3311;0.9863;0.737;588.39;0;9599
3312;0.9965;0.721;565.62;0;2729
3313;0.9789;0.759;676.48;0;2862
3314;0.9856;0.728;655.4;0;5217
3315;0.9858;0.73;592.88;0;2395
3316;0.9527;0.751;654.79;0;5451
3317;0.9824;0.772;789.73;0;10568
3318;0.937;0.732;576.55;0;15635
3319;0.9858;0.719;544.52;0;4818
3320;0.9921;0.791;967.88;0;7059
3321;0.9919;0.78;876.67;0;105516
3322;0.9903;0.729;618.93;0;40132
3323;0.9729;0.704;499.65;0;8787
3324;0.7899;0.709;502.4;0;3699
3325;0.9924;0.76;853.14;0;14333
3326;0.988;0.728;686.89;0;5723
3327;0.9953;0.781;863.02;0;180009
3328;0.9644;0.735;645.59;0;13763
3329;0.9725;0.733;672.98;0;2084
3330;0.9877;0.79;1400.46;0;4002
3331;0.8509;0.743;700.57;0;1953
3332;0.9875;0.728;829.66;0;29932
3333;0.9889;0.762;818.3;0;43921
3334;0.9994;0.738;688.24;0;5568
3335;0.996;0.784;924.06;0;29239
3336;0.9757;0.737;718.03;0;21634
3337;0.962;0.738;623.11;0;50453
3338;0.9679;0.686;578.55;0;5413
3339;0.9776;0.739;561.64;0;2831
3340;0.9966;0.773;856.78;0;1641
3341;0.9626;0.814;1858.69;0;108813
3342;0.9923;0.761;666.14;0;2543
3343;0.9886;0.775;930.59;0;26478
3344;0.9949;0.77;829.2;0;23862
3345;0.8891;0.772;673.2;0;1447
3346;0.9934;0.753;726.34;0;20475
3347;0.9818;0.815;1304.31;0;676407
3348;0.9647;0.702;585.63;0;6304
3349;0.9816;0.702;695.67;0;20650
3350;0.9621;0.757;662.71;0;7626
3351;0.9664;0.714;635.11;0;5943
3352;0.7789;0.706;569.08;0;6486
3353;0.9462;0.732;497.6;0;2803
3354;0.9859;0.74;551.5;0;4277
3355;0.9973;0.84;1693.65;0;419400
3356;0.823;0.72;701.89;0;10468
3357;0.9913;0.805;1212.65;0;765463
3358;0.9999;0.862;2043.74;0;149263
3359;0.991;0.805;1079.45;0;221950
3360;0.8963;0.723;643.37;0;2793
3361;0.9956;0.797;998.31;0;83639
3362;0.9965;0.72;532.23;0;2566
3363;0.9983;0.748;559.18;0;1780
3364;0.8834;0.75;680.13;0;2103
3365;0.9975;0.762;799.93;0;46512
3366;0.9828;0.693;548.31;0;8406
3367;0.9396;0.684;506.16;0;4077
3368;0.9882;0.774;818.61;0;51900
3369;0.9647;0.797;1169.16;0;408258
3370;0.9884;0.807;1190.96;0;629921
3371;0.9362;0.728;640.64;0;13973
3372;0.8858;0.697;590.68;0;10397
3373;0.9975;0.744;773.82;0;38342
3374;0.9697;0.71;657.07;0;31450
3375;0.9945;0.805;1516.21;0;11253503
3376;0.9847;0.755;803.02;0;31662
3377;0.9761;0.703;488.08;0;7198
3378;0.9715;0.768;932.62;0;78821
3379;0.7414;0.772;837.48;0;73942
3380;0.9805;0.701;581.04;0;12099
3381;0.9686;0.766;761.14;0;14346
3382;0.992;0.768;789.32;0;332445
3383;0.9764;0.707;619.86;0;9027
3384;0.9633;0.688;548.61;0;3622
3385;0.9649;0.773;840.63;0;3031
3386;0.9441;0.686;613.57;0;11256
3387;0.9974;0.729;677.75;0;38878
3388;0.9675;0.767;927.39;0;26387
